filename,diff_mean_bitplane0,diff_var_bitplane0,diff_energy_bitplane0,diff_entropy_bitplane0,diff_mean_bitplane1,diff_var_bitplane1,diff_energy_bitplane1,diff_entropy_bitplane1,diff_mean_bitplane2,diff_var_bitplane2,diff_energy_bitplane2,diff_entropy_bitplane2,diff_mean_bitplane3,diff_var_bitplane3,diff_energy_bitplane3,diff_entropy_bitplane3,diff_mean_bitplane4,diff_var_bitplane4,diff_energy_bitplane4,diff_entropy_bitplane4,diff_mean_bitplane5,diff_var_bitplane5,diff_energy_bitplane5,diff_entropy_bitplane5,diff_mean_bitplane6,diff_var_bitplane6,diff_energy_bitplane6,diff_entropy_bitplane6,diff_mean_bitplane7,diff_var_bitplane7,diff_energy_bitplane7,diff_entropy_bitplane7,diff_mean_intensity,diff_var_intensity,diff_entropy_intensity,diff_skewness,diff_kurtosis,label
000000210575.png,-0.0011050936768149944,-2.9115465726148315e-06,-302.0,-5.8231089888893806e-06,0.0008233313817329613,-5.612801391052802e-06,225.0,-1.1225779223522636e-05,-0.0014380854800937204,-5.112339153659495e-05,-393.0,-0.0001022899587511672,0.002704186182669821,-7.817282949573734e-07,739.0,-1.5634604443315325e-06,0.00045008782201405584,-1.1998279359576314e-05,123.0,-2.4002246989729414e-05,0.0006367096018735086,0.00011865146803655136,174.0,0.0002401085798664493,0.0008855386416862787,-2.5301104048164325e-05,242.0,-5.0615997401415314e-05,0.000709894613583173,-0.00010756482786616894,194.0,-0.0002167991385746415,0.19153981264636855,4.435931234924283,0.0006266012531028764,0.00032845601997161245,0.0005064319187657595,2
000000328560.png,-0.0007306666666666572,9.742222237263398e-08,-137.0,1.948444802168936e-07,0.0020319999999999228,-6.177280001684604e-07,381.0,-1.2354577383355547e-06,0.0031413333333333293,-4.411269688883723e-05,589.0,-8.823148402803405e-05,-0.0009493333333333576,2.2277688888072689e-07,-178.0,4.455539198700009e-07,0.0025066666666667126,3.1791217777826786e-05,470.0,6.358597817768263e-05,0.0014560000000000128,-5.5203754666693916e-05,273.0,-0.00011046053766072816,0.00257066666666661,-8.92535466666955e-05,482.0,-0.00017857926823605652,0.0016479999999999828,0.0003663130453332719,309.0,0.0007450633027652476,0.47046933333334096,-2.340373254001861,-0.00023531565059631276,-0.0007715036475547388,-0.00036916306554246603,2
000000283165.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000579058.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000524615.png,-0.0005049765807962348,-1.1456582263424941e-07,-138.0,-2.291316686386935e-07,0.0008562646370023352,2.168234517041512e-06,234.0,4.3364793623767994e-06,0.0018515807962529718,2.344287747035878e-06,506.0,4.68858335733735e-06,0.00043179156908668137,5.526957364943019e-06,118.0,1.1054519172937205e-05,1.8296252927374468e-05,-4.750143243748006e-07,5.0,-9.5024218915718e-07,0.0003586065573770725,5.73130122950849e-05,98.0,0.00011561722544062292,0.0002598067915691171,3.3239259563999646e-05,71.0,6.68448368955632e-05,3.659250585485996e-05,-6.580170238246197e-06,10.0,-1.3305009993302974e-05,0.0451478337236324,3.49955531958949,0.0011261601460903492,0.001666454696890085,0.0003596587471881296,2
000000015118.png,2.6041666666642982e-05,1.0426839186505887e-07,8.0,2.0853789828301217e-07,2.6041666666698493e-05,1.5157063798509895e-07,8.0,3.0314469923187204e-07,-3.2552083333303727e-06,-8.636050763399794e-09,-1.0,-1.7272141938917684e-08,-1.3020833333321491e-05,-8.422003851538129e-07,-4.0,-1.686755654706218e-06,0.0,0.0,0.0,0.0,3.2552083333303727e-06,-2.3461447831718552e-07,1.0,-4.700439837357351e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.510416666571928e-05,0.013104923248647538,-2.19766092364182e-05,4.166016272011408e-06,2.922450685449718e-06,1
000000328767.png,-0.00021158854166669627,1.842445797040071e-07,-52.0,3.684892581068411e-07,9.358723958341475e-05,-6.054838497249193e-08,23.0,-1.2109678715344074e-07,-0.00022786458333334814,-8.066495260916628e-07,-56.0,-1.6133058191591942e-06,1.2207031249988898e-05,1.1672576349930353e-08,3.0,2.3345159583243458e-08,8.138020833325932e-06,8.609558899141945e-10,2.0,1.7219119463618426e-09,4.4759114583348136e-05,-6.374385741469979e-09,11.0,-1.2748771371917655e-08,5.289713541667407e-05,1.53204964267184e-05,13.0,3.154364675106436e-05,3.255208333330373e-05,1.105070114135187e-05,8.0,2.3014446342894956e-05,0.008276367187505684,-0.6169498105837192,-3.416923193189092e-05,5.26387180251886e-05,9.483910760410552e-05,1
000000557696.png,0.00036132812500000444,-3.822644552287091e-07,111.0,-7.645292287028482e-07,-0.0002311197916666785,3.987418292772382e-08,-71.0,7.974836779833794e-08,-0.00029622395833328596,2.182144588969148e-06,-91.0,4.364368252018913e-06,-0.0005761718749999756,-1.1341508229401054e-05,-177.0,-2.2685949311429532e-05,0.0005891927083333526,1.76968786448628e-05,181.0,3.540441064764366e-05,0.00024088541666666963,-3.4997389051771854e-05,74.0,-7.049359929656163e-05,-0.00016276041666662966,8.880827162022209e-06,-50.0,1.777931275193101e-05,0.00018229166666672292,-3.298695882170133e-05,56.0,-6.670852144807782e-05,0.024156901041664014,-1.3063517668724671,-0.0004781182219133484,0.001033307516592974,-0.003677825248854294,2
000000342033.png,0.00028725626740949695,6.10119509553142e-07,66.0,1.220240887445101e-06,5.222841225627217e-05,-9.592788113854667e-08,12.0,-1.9185597810444932e-07,2.6114206128136086e-05,2.3300018525684862e-07,6.0,4.6601273695490164e-07,-5.6580779944304105e-05,-1.096104855269342e-06,-13.0,-2.1924840121201328e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.352367687943115e-05,0.007153539863793412,8.727881497438972e-05,1.5911051897410378e-06,7.939265262990602e-07,1
000000303634.png,-0.0006439208984375111,-2.4109696969448757e-05,-211.0,-4.824195259134356e-05,0.002551269531250011,0.00010865941643714572,836.0,0.0002174508501422423,0.0008178710937499778,5.973294377320526e-05,268.0,0.00011967900973131052,-0.0002685546874999778,-2.0269453525539882e-05,-88.0,-4.061615071293545e-05,-2.7465820312488898e-05,-3.392407670554931e-06,-9.0,-6.8196369111817035e-06,-3.9672851562477796e-05,-3.5074539481150246e-07,-13.0,-7.015090675022151e-07,1.2207031250016653e-05,8.268952369827609e-06,4.0,2.012401926615448e-05,3.0517578124972244e-06,2.3402553052248587e-06,1.0,6.18071027808087e-06,0.005044555664063921,-0.30212105280725154,-0.0010392808412991172,0.00010499522056783839,0.00033599280556551037,1
000000066724.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000217412.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000150561.png,-0.03443657635467989,0.0012286407809631583,-13422.0,0.002459299540119253,0.004143575533661736,3.5390914797706063e-05,1615.0,7.078395603254961e-05,0.029795258620689657,0.0020946733411985052,11613.0,0.0041975217681961,0.0016522988505747183,6.970211848608687e-05,644.0,0.00013948714583267297,0.0013649425287355355,-8.324972750700654e-05,532.0,-0.00016670647767758062,8.723316912973011e-05,-1.1678537472220585e-05,34.0,-2.3498139013145014e-05,-0.00013084975369459517,-2.3188096488213628e-06,-51.0,-4.6381048812715875e-06,0.00014624384236450183,9.053940672187899e-07,57.0,1.8108112825876432e-06,0.14122536945811248,-4.039179279267046,0.14397770023439094,-0.0010520314720296915,0.003928135641029673,2
000000371762.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000005138.png,0.0013978337236533744,-1.0946151084711975e-06,382.0,-2.18923209049926e-06,-0.002927400468384078,-8.591097685833882e-06,-800.0,-1.71822937830024e-05,0.000655005854800994,-7.1904916187914836e-09,179.0,-1.4380985402517865e-08,0.00018662177985945272,4.587011472823033e-06,51.0,9.175871175992611e-06,0.0025797716627634637,-0.00012235224136811218,705.0,-0.00024488875322004056,0.002352898126463665,-0.0004902358987950162,643.0,-0.000995043075366575,-0.0002012587822013967,-2.0748183807706155e-05,-55.0,-4.1644320240008526e-05,0.0008379683840749608,9.18398385224839e-05,229.0,0.00018442050660782972,0.21060450819672383,9.688161977552681,0.00015405734384810188,0.0012173959549694469,-0.008517822410674114,2
000000443080.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000390786.png,3.6592505854304846e-06,4.6463699832077765e-09,1.0,9.292744684863408e-09,0.0012075526932084357,5.682496939024562e-06,330.0,1.136508329413477e-05,-0.0021040690866510614,-2.2920863842729178e-05,-575.0,-4.5843608829754245e-05,-0.0031103629976581004,-6.469300087322272e-05,-850.0,-0.00012940508191294775,0.001745462529273989,4.472875472955051e-05,477.0,8.947718974261498e-05,0.0025395199063232288,0.00029428248094784393,694.0,0.0005912221970998388,0.0019467213114754411,-0.00014866830273155274,532.0,-0.0002979170545941434,0.0022577576112411957,0.0008012445345835506,617.0,0.0016753579040889033,0.4918947599531691,0.09546953330755059,0.0008743485230029435,-0.00015153877927931436,-2.683802192393614e-05,2
000000084743.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000430443.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000161593.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000424027.png,-4.557291666668073e-05,-1.5695359961709343e-07,-14.0,-3.139084407965953e-07,-3.2552083333303727e-06,-3.740522641626498e-09,-1.0,-7.481048558410919e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.208333332973325e-05,-0.010802296957081126,-5.354354188469301e-06,-3.1482012920192037e-06,-2.1894019031076795e-06,1
000000216902.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000219630.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000232356.png,8.789062500003109e-05,-1.528072357148691e-06,27.0,-3.0564527104814943e-06,2.9296874999973355e-05,-9.850502014352447e-07,9.0,-1.9708433129927982e-06,1.9531249999982236e-05,-5.488077799431501e-07,6.0,-1.0979045717007807e-06,3.58072916666341e-05,-1.197073196679277e-07,11.0,-2.3941553084494416e-07,-3.2552083333303727e-06,3.9495891987484377e-07,-1.0,7.938286487041424e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045898437500113687,0.12836010560749855,-1.242523621591829e-05,3.778656843700379e-05,6.991207246631603e-05,1
000000161184.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000391118.png,0.012116676401869197,-0.0004429186653473194,3319.0,-0.0008862756788825532,0.003446261682242935,-0.00019576457277925563,944.0,-0.0003919526512810023,0.0011536214953270507,-8.300077551803842e-05,316.0,-0.00016628895499570806,0.003741968457943945,-0.00021645549874446668,1025.0,-0.00043339685577314935,0.0032235689252336774,-0.00012080145669365883,883.0,-0.00024171694506791574,0.002759929906542058,8.652992858279585e-05,756.0,0.0001731170346455091,0.0022561331775701188,-0.00012041715484839566,618.0,-0.00024106380085830992,0.0009455315420560662,0.0002686611618346324,259.0,0.0005525261802522552,0.45887485397196315,-2.033999761401901,-0.02477273918529299,-0.00042680545952433757,-0.001783833344699115,2
000000171132.png,-0.0021603579812207174,7.77884180665489e-05,-589.0,0.0001556443671861807,0.0035137910798122007,0.001098446353185234,958.0,0.002272980872912944,0.0018522593896713735,0.000665119008612991,505.0,0.0013922910574257763,0.00022740610328642052,9.935671590186046e-05,62.0,0.00021303826246932278,0.000784917840375543,0.0003749318522145162,214.0,0.0008162541512594101,-0.000821596244131445,-0.0004951877245476521,-224.0,-0.0011459612910540429,-0.0001393779342722945,-0.00010296810726694028,-38.0,-0.00026419477197725527,-3.667840375587428e-06,-3.289500165516712e-06,-1.0,-1.0679866332047316e-05,-0.009026555164322048,-1.3840974193219608,0.011265396031894692,0.002444874123916918,0.007954963510402813,2
000000396586.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000254442.png,0.00022924710424709893,-1.5309878403091393e-06,76.0,-3.0620212568832628e-06,-1.2065637065683532e-05,2.807502543500373e-07,-4.0,5.616018788900945e-07,-1.8098455598414276e-05,1.4194011521695415e-09,-6.0,2.8388021933167806e-09,1.5082046332048904e-05,5.773140920872777e-08,5.0,1.1546338241075205e-07,-1.2065637065683532e-05,7.491526103908797e-07,-4.0,1.5002350782777896e-06,9.049227799207138e-06,-8.724130358961357e-07,3.0,-1.7502621216802794e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034990347489838314,0.04678694989252108,-0.00010247172602717569,2.3261079873215795e-05,3.944234471697783e-05,1
000000449366.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000481544.png,0.03412434895833327,0.0010938231256272801,10483.0,0.002189247448888265,-0.00048177083333333925,-8.750915527488967e-07,-148.0,-1.750185165683149e-06,-0.00048177083333333925,3.920661079404031e-07,-148.0,7.841324495272417e-07,-3.2552083333303727e-06,7.490581940827745e-08,-1.0,1.4983808926949393e-07,-7.48697916667096e-05,2.807373470609109e-06,-23.0,5.617380629874269e-06,-0.00012044270833333481,3.5678015986029266e-08,-37.0,7.135603397045998e-08,-7.812499999998446e-05,-2.396952311192746e-05,-24.0,-4.953437278365502e-05,3.906249999996447e-05,-1.524047851567123e-05,12.0,-3.2186275531920217e-05,0.026155598958325754,1.09113512701515,0.006777763296835104,-0.000599669250149315,-0.001364056286548454,1
000000334619.png,-0.0015787760416667296,1.228279537662802e-06,-485.0,2.4565616119076594e-06,0.0012369791666666519,2.448187934017687e-06,380.0,4.8963847587568665e-06,6.18489583333881e-05,-7.338523866362578e-07,19.0,-1.467773656838034e-06,0.0006998697916666408,3.1872325473580876e-06,215.0,6.374510203244199e-06,-2.278645833336812e-05,-6.882667540342169e-07,-7.0,-1.3769523630191571e-06,0.0004264322916666674,3.481003443389641e-05,131.0,6.97753344103269e-05,5.533854166667185e-05,1.3922002580546433e-05,17.0,2.8454807058375664e-05,2.278645833336812e-05,6.4158863491425855e-06,7.0,1.3187974290729265e-05,0.02648111979166856,2.4658286323028733,0.0008991460411236218,-0.00049791182904102,-0.0012284348088340558,2
000000189687.png,-0.0015258215962440924,-1.1192940113646799e-06,-416.0,-2.2385901614629944e-06,0.001500146713615036,6.201090618468408e-06,409.0,1.2402261180821661e-05,0.002758215962441357,2.104272741360047e-06,752.0,4.208556971585509e-06,0.0009829812206572086,-3.72800242873228e-06,268.0,-7.456043006781599e-06,0.002508802816901412,0.000135046912194986,684.0,0.0002703557221546138,0.0014231220657277,0.00030064915178174,388.0,0.0006104917024974954,0.001195715962441335,0.0004197373529247761,326.0,0.0008767543859049542,8.802816901409827e-05,6.021263658828602e-05,24.0,0.00014729255667839114,0.1938453638497606,-6.262207403900447,-0.0008203045719108459,0.003217558640577156,0.01304405508383244,2
000000104834.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000434649.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000071909.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000412808.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000424942.png,0.0012807377049180446,7.789029806720693e-06,350.0,1.5578260196602578e-05,0.005993852459016402,6.3693455580216e-05,1638.0,0.00012739323229171706,0.003688524590163944,9.461562272028434e-05,1008.0,0.00018927362533782688,0.001006293911007039,5.0524585600508765e-05,275.0,0.00010113424580637798,0.0012478044496486707,6.204777029519826e-05,341.0,0.00012419803815100217,-0.001295374707259933,-0.00012055023988241653,-354.0,-0.00024180027695708262,0.0038092798594848154,0.0008013175910502324,1041.0,0.0016269312875780706,0.0017820550351287934,0.0003518397958884034,487.0,0.0007130436514533045,0.4864827283372364,0.9859255812443735,0.004571045960101827,-0.0002815137997216888,0.00025363457533611466,2
000000356772.png,6.106321839083328e-05,-1.585801253922714e-07,17.0,-3.1716096415834727e-07,0.0008477011494253395,-1.7599542541379964e-06,236.0,-3.519914408833813e-06,0.0001436781609195359,-8.96956335066923e-07,40.0,-1.7939359876484318e-06,0.0005962643678160684,6.001195253541036e-06,166.0,1.200279722457509e-05,-0.00038074712643682007,-5.1614211752648576e-06,-106.0,-1.0323475248541492e-05,0.0006250000000000977,-3.318067528743085e-05,174.0,-6.642381030075306e-05,7.90229885058169e-05,-1.0533559997999431e-05,22.0,-2.1193242313977123e-05,1.7959770114872597e-05,-3.5775681438698914e-06,5.0,-7.252094544329957e-06,0.028365660919519087,3.55496137463615,0.00010014400022750891,0.0004965182721151651,-6.753874668419257e-07,2
000000548581.png,-0.0029329427083333304,-9.442318810393147e-06,-901.0,-1.888475701561365e-05,0.0018033854166666918,-2.7356041803761055e-06,554.0,-5.471218488262153e-06,0.0008528645833333348,-5.16938103578557e-06,262.0,-1.0338891189953792e-05,0.00014322916666664742,-2.986738417032342e-06,44.0,-5.974342940029409e-06,0.0019433593750000089,-0.00016848141352340806,597.0,-0.0003378113110235059,8.46354166666452e-05,3.4438239207568166e-07,26.0,6.887685869427784e-07,0.0005175781249999734,6.882508595873471e-06,159.0,1.3765829836587251e-05,0.0008300781249999667,0.0002557056744893482,255.0,0.000528576749472931,0.17840820312500227,10.666828794254798,1.846492155621604e-05,-0.0015344779194795821,-0.0010692988496319167,2
000000340414.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000000236598.png,0.0015004380841121545,1.1650963072623588e-05,411.0,2.330241198789107e-05,0.00026650116822435344,-1.0711805863705681e-06,73.0,-2.1423727608604892e-06,9.491822429896768e-05,-2.772144399587617e-07,26.0,-5.544304582105752e-07,-5.841121495320234e-05,2.5162541489320844e-07,-16.0,5.032539434068894e-07,0.00010587032710274169,-5.341828967886375e-06,29.0,-1.0692738151796277e-05,3.6507009345543295e-06,-5.105810185757065e-08,1.0,-1.0212286261079839e-07,-1.460280373832834e-05,2.2654817014577944e-06,-4.0,4.567848680636644e-06,4.380841121498502e-05,-1.0149247136326256e-06,12.0,-2.0302127032856276e-06,0.008429468457933353,-1.3268318390855711,3.9756914850030967e-05,-2.369819532783979e-06,7.444435924242043e-05,1
000000573244.png,4.0462427745635576e-05,8.532426743229626e-06,7.0,1.7324767110471484e-05,0.0,0.0,0.0,0.0,1.1560693641610165e-05,2.9771793244315337e-06,2.0,6.091488430781666e-06,5.780346820805082e-06,1.782184503390516e-06,1.0,3.6842261876834925e-06,-5.7803468208605935e-06,-2.0545624645484928e-06,-1.0,-4.296600592534894e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0462427747911534e-05,-0.005018482173909433,2.7854093235468724e-05,6.842762803049851e-07,9.610619282618416e-07,1
