filename,mean_bitplane0,var_bitplane0,energy_bitplane0,entropy_bitplane0,mean_bitplane1,var_bitplane1,energy_bitplane1,entropy_bitplane1,mean_bitplane2,var_bitplane2,energy_bitplane2,entropy_bitplane2,mean_bitplane3,var_bitplane3,energy_bitplane3,entropy_bitplane3,mean_bitplane4,var_bitplane4,energy_bitplane4,entropy_bitplane4,mean_bitplane5,var_bitplane5,energy_bitplane5,entropy_bitplane5,mean_bitplane6,var_bitplane6,energy_bitplane6,entropy_bitplane6,mean_bitplane7,var_bitplane7,energy_bitplane7,entropy_bitplane7,mean_intensity,var_intensity,entropy_intensity,skewness,kurtosis,residual_mean,residual_var,residual_entropy,dct_mean,dct_var,dct_entropy,label
000000210575.png,0.49923521662763465,0.24999941510639348,136431,0.6931460107722759,0.5029969262295082,0.24999101843317487,137459,0.6931292173187356,0.4829442330210773,0.24970910081276068,131979,0.6925652693031359,0.49879244730679156,0.24999854181649317,136310,0.6931442641900964,0.5131037763466042,0.24982829104545828,140221,0.6928037233281039,0.40650614754098363,0.24125889955237162,111090,0.675561651788819,0.5138429449648712,0.24980837287469962,140423,0.6927638773330531,0.5754061768149883,0.2443139084981468,157247,0.6817314916667427,135.1831418325527,3952.6923263115586,5.355867506499921,-0.3507700751781985,-1.0727713059902761,64.51799985362997,11440.853401122364,1.5096612328225811,16.931412851219292,21901.63315140285,1.2228038416080431,2
000000328560.png,0.500432,0.2499998133759999,93831,0.6931468073118989,0.499136,0.24999925350400015,93588,0.6931456875672022,0.5054506666666667,0.24997029023288886,94772,0.6930877598487735,0.500592,0.249999649536,93861,0.6931464796317816,0.4924053333333333,0.24994232103822214,92326,0.6930318182001636,0.5182293333333333,0.24966769140622222,97168,0.6924824160553795,0.5160746666666667,0.24974160509155555,96764,0.6926303016823259,0.38803733333333335,0.23746436127288895,72757,0.6678620611818584,114.684624,4704.327935311957,5.463049947871988,0.3905444930971747,-0.9973082851739483,93.87335466666667,12598.098744959547,2.6530146446204843,14.58905254020439,17815.162093533505,1.6718471461353646,2
000000283165.png,0.49984375,0.24999997558593753,153552,0.6931471317318195,0.501767578125,0.24999687566757198,154143,0.693140931882074,0.5035970052083333,0.2499870615535312,154705,0.6931213034437986,0.488955078125,0.24987800970077506,150207,0.6929031801154443,0.5132259114583333,0.24982507526609637,157663,0.6927972902824984,0.4046940104166667,0.24091676834954148,124322,0.6748690798756785,0.386328125,0.2370787048339844,118680,0.6670772430695323,0.24555013020833333,0.1852552637630038,75433,0.5573934483539857,84.74664713541667,4650.198781076007,5.276617013072928,0.7975635579295911,-0.546609240023328,84.80343424479166,13322.46900838825,1.8664318305574978,10.602042190246927,11719.789683167062,1.4002289493304332,0
000000579058.png,0.5005159198113207,0.24999973382674823,135820,0.6931466482133474,0.4980063384433962,0.24999602531359774,135139,0.6931392311660765,0.5056714327830188,0.24996783485018764,137219,0.6930828488807872,0.5059293926886792,0.24996484230234342,137289,0.6930768635164546,0.4665462853773585,0.2488808489779468,126602,0.6909072055195986,0.5792637087264151,0.24371726447893402,157189,0.6805285428674304,0.46699587264150944,0.24891072757730454,126724,0.6909670509316872,0.21594560731132076,0.16931310199426564,58599,0.5217283429516829,91.0966022995283,2700.0971096230846,5.137778032817875,0.8929067694076089,0.4809797658715156,85.96029260023585,13089.413300238675,2.105693063897321,11.419585280098385,10868.281132172075,1.778725270860399,0
000000524615.png,0.5001390515222482,0.24999998066467416,136678,0.6931471418892932,0.4983057669789227,0.24999712957447026,136177,0.6931414396979001,0.49844115925058546,0.2499975700155179,136214,0.6931423205831081,0.493384074941452,0.2499562295356196,134832,0.6930596370765343,0.5129720433255269,0.24983172609196075,140185,0.6928105949788872,0.4199099824355972,0.24358558908653372,114753,0.6802629282850963,0.4359009074941452,0.2458913063399259,119123,0.6849071354700175,0.589893149882904,0.24191922160412974,161206,0.6768974128802652,132.4862412177986,4225.114030543686,5.387702305909132,-0.28338973839155945,-1.0141025247951365,91.10852971311475,12457.11767460933,2.6291563630149697,16.430406275042245,21391.671356063936,2.1556956239693656,2
000000015118.png,0.49798502604166667,0.24999593987994728,152981,0.6931390602978602,0.49707682291666666,0.24999145503573947,152702,0.6931300905340677,0.4986751302083333,0.24999824472003515,153193,0.6931436699959075,0.467666015625,0.24895451345443717,143667,0.6910547476359652,0.45068684895833333,0.24756821313434177,138451,0.6882756912060642,0.53603515625,0.2487014675140381,164670,0.6905478626550807,0.377373046875,0.2349626303672791,115929,0.6627634478339892,0.559453125,0.24646532592773446,171864,0.686061078922288,127.35415690104166,5272.758020155069,5.331757520239943,-0.39473101077552675,-1.1385339278586166,85.878984375,13212.63536172892,1.9432287336211647,16.079276901160913,21233.29615446601,1.4880092374270677,1
000000328767.png,0.5005411783854167,0.24999970712595515,123013,0.6931465948117412,0.5002766927083333,0.24999992344114516,122948,0.6931470274422278,0.4983439127604167,0.24999725737505496,122473,0.6931416953000258,0.49951578776041666,0.24999976553850706,122761,0.6931467116368861,0.49994303385416666,0.24999999675485834,122866,0.6931471740696618,0.500048828125,0.24999999761581423,122892,0.6931471757915737,0.35515950520833334,0.22902123106850522,87284,0.6505821995809207,0.33024495442708335,0.22118322450253694,81161,0.6343519731031251,96.49281005859375,3541.2049938776586,5.354875065484778,0.3918188245095585,-0.9439058847934092,95.83436686197916,13575.099616444839,2.293077531467439,11.896856060311018,12710.532202761755,1.9027783515500227,1
000000557696.png,0.5003483072916667,0.24999987868203058,153707,0.6931469379239867,0.5002018229166667,0.24999995926751026,153662,0.6931470990949637,0.5038313802083333,0.2499853205256992,154777,0.693117821324021,0.49044596354166664,0.2499087203873527,150665,0.692964610223738,0.4846875,0.24976552734375015,148896,0.692678161916696,0.5725227864583333,0.244740445444319,175879,0.6825908736299071,0.52736328125,0.24925125083923333,162006,0.6916489338410607,0.5903873697916666,0.2418301233821445,181367,0.676717247352884,142.83620768229167,2281.6625893943688,5.136403669907724,-0.24991082802974582,-0.05225989269841813,76.48958658854167,12694.392586873362,1.6855534971203443,17.788955454034845,22367.3978783075,1.2638223413860588,2
000000342033.png,0.4987943941504178,0.24999854651453535,114603,0.6931442735861995,0.5008922353760445,0.24999920391603375,115085,0.6931455883911678,0.4955257660167131,0.24997998123026283,113852,0.693107142486119,0.49034209610027857,0.24990672489226376,112661,0.6929606187424135,0.6380701601671309,0.23093663087142285,146603,0.6545204795194896,0.6294568245125348,0.23324093058713072,144624,0.6592441350773524,0.19406772284122562,0.15640544179244684,44589,0.49206773760217326,0.5011142061281337,0.2499987585447041,115136,0.6931446976472984,114.32011229108635,4342.05060524505,4.916289778247928,-0.21601987687388474,-1.5724358417412645,71.06033687325905,11711.536275025794,1.9211851089827003,14.4088728574392,17315.769960925598,1.6140631572749926,1
000000303634.png,0.4816009521484375,0.24966147503815597,157811,0.6924699777545689,0.47742919921875,0.24949055895209313,156444,0.6921279521415222,0.46307373046875,0.24863645061850548,151740,0.6904175973501141,0.462396240234375,0.24858595725148916,151518,0.6903164229902645,0.4382568359375,0.24618778169155114,143608,0.685503247430624,0.495599365234375,0.24998063441365956,162398,0.6931084488872143,0.161297607421875,0.1352806892618536,52854,0.4418153580302313,0.116571044921875,0.10298223640769717,38198,0.36003690190560234,55.103353881835936,2611.918984112805,4.8797157189014095,1.4212773679897321,1.4546861163773404,55.118228149414065,9987.702822031446,1.5695571951547196,6.864445689893666,5601.177978510152,1.3371227236092764,1
000000066724.png,0.4994108606557377,0.24999965291483306,136479,0.6931464863894508,0.4928205503512881,0.24994845550274158,134678,0.6930440880226894,0.49927180913348945,0.24999946973806197,136441,0.6931461200356943,0.49066891100702575,0.24991293077820514,134090,0.6929730320068814,0.5241803278688525,0.24941531174415485,143248,0.6919773478074971,0.5732033079625293,0.2446412757033431,156645,0.6823911119656476,0.6332223360655738,0.23225180917323127,173047,0.6572183998294278,0.06583723653395784,0.06150269481952954,17992,0.24273556349616698,83.09027737119438,1950.5177757866486,4.935920086978629,0.13187226356410223,0.47655034956875175,60.769361094847774,10355.456345361703,1.797026211864083,10.531214194881448,8793.961363666433,1.3062232544666736,0
000000217412.png,0.5009733072916667,0.24999905267291606,153899,0.6931452859045807,0.4999088541666667,0.24999999169243703,153572,0.6931471639448193,0.5053385416666667,0.24997149997287332,155240,0.6930901794226404,0.516220703125,0.2497368887901306,158583,0.692620865797982,0.5427701822916666,0.24817071150673764,166739,0.6894841287346134,0.62404296875,0.23461334190368646,191706,0.6620501609677005,0.6875260416666666,0.21483398369683163,211208,0.6210658402331884,0.2684049479166667,0.19636373185051806,82454,0.5816659032187195,114.66310872395833,2932.9128356483347,5.141858620997038,0.5101159504650645,0.6025901857331974,80.44208333333333,13146.19996597222,1.6467235175804926,14.29010346110062,15876.334280961664,1.0743135470897354,0
000000150561.png,0.5350574712643679,0.24877097370854792,208544,0.6906871099986501,0.4936576354679803,0.24995977441214304,192408,0.6930667272266284,0.44995125205254516,0.24749512282889213,175373,0.6881290266283073,0.47808138341543516,0.24951957424701895,186337,0.6921860210719758,0.5298132183908046,0.2491111720091822,206500,0.6913684697238538,0.566895012315271,0.2455250573273397,220953,0.6841704020409389,0.49120484400656816,0.24992264523105115,191452,0.6929924630427131,0.49683138341543515,0.24998995986893993,193645,0.6931271001634176,128.7960077996716,4620.678235293864,5.205559555611087,0.02800331887851232,-0.8842786040887343,75.63001334154352,12385.305505192759,1.828825640607338,16.15217595337223,20912.2478266917,1.3982671284906898,2
000000371762.png,0.4994877049180328,0.24999973755374896,136500,0.6931466556673515,0.5016576405152224,0.24999725222792238,137093,0.6931416850057228,0.4996523711943794,0.24999987915421346,136545,0.6931469388683529,0.49780444964871196,0.249995179558655,136040,0.6931375396462728,0.4990632318501171,0.24999912246543332,136384,0.6931454254897853,0.5221531030444965,0.24950924002549993,142694,0.6921653392313889,0.4123206967213115,0.24231233977656375,112679,0.6776920744120363,0.23339066159250585,0.17891946067391817,63781,0.5433409689351891,88.44028834894614,3201.5178118606486,5.283828425582543,0.49867187800526724,-0.6710389193225579,89.17495608899297,13199.244353774415,2.210386136207921,11.064996870967638,10928.754534546186,1.8194217173608334,0
000000005138.png,0.4996926229508197,0.24999990551934967,136556,0.6931469915986328,0.4999963407494145,0.2499999999866097,136639,0.693147180533165,0.49967798594847773,0.2499998963069506,136552,0.6931469731738322,0.4876170960187354,0.24984666368899097,133256,0.6928404765808676,0.522423887587822,0.24949716926544868,142768,0.6921411817009986,0.6030005854800937,0.2393908793907579,164788,0.671776261202611,0.4485545960187354,0.24735337040920446,122581,0.6878445420724018,0.44478190866510536,0.24695096238933123,121550,0.6870366489623659,120.69371340749414,2214.455925057209,5.178988162537954,-0.2671645796318692,-0.4762168074173925,49.81783152810304,9304.974993072905,1.382855686226888,15.226785344981595,16632.51603916045,1.050458527692426,2
000000443080.png,0.5025212236533958,0.2499936434312895,137329,0.6931344673686493,0.4974860948477752,0.24999368028088564,135953,0.6931345410684642,0.510655737704918,0.24988645525396405,139552,0.6929200738748704,0.4775395199063232,0.2494955268339615,130502,0.6921378946294505,0.4757721018735363,0.24941300895237378,130019,0.6919727386213568,0.47471823770491806,0.24936083249525495,129731,0.6918683002791647,0.5230788934426229,0.24946736467746408,142947,0.6920815313249572,0.5050790398126463,0.24997420335458156,138028,0.6930955863817826,128.29093603629977,1997.3698241677462,4.9315562406677,0.49808507568328436,0.22931957206057962,91.58921984777517,13586.230732734455,2.0974591301730734,16.226251090597206,18218.96707816872,1.4999766271857555,0
000000390786.png,0.4993632903981265,0.2499995946008829,136466,0.6931463697614919,0.4970433255269321,0.24999125807606024,135832,0.6931296966101694,0.4956052400468384,0.249980686084954,135439,0.6931085522324683,0.4911555913348946,0.24992177643536448,134223,0.6929907252710852,0.48631440281030447,0.2498127044295614,132900,0.6927725426322051,0.4407896662763466,0.24649413638033363,120459,0.6861189725904826,0.5372109192037471,0.24861534749201222,146809,0.6903753135135668,0.32142857142857145,0.21811224489795916,87840,0.6279415887399158,104.81577137002341,4614.383616896208,5.420023170951769,0.483894771261386,-0.8904841437655855,88.2464212529274,12959.171463334254,2.241147300033276,13.12498121492558,15498.722449180968,1.6603686352583182,2
000000084743.png,0.453868,0.24787183857600004,113467,0.6888847982939451,0.433132,0.24552867057599995,108283,0.6841776721071007,0.414496,0.242689065984,103624,0.6784531992462437,0.391192,0.238160819136,97798,0.669278297846277,0.381144,0.23587325126400002,95286,0.6646213933562861,0.266188,0.195331948656,66547,0.579430365735704,0.18808,0.1527059136,47020,0.4834269374691683,0.112636,0.09994913150400002,28159,0.35199128817806025,47.1785,2547.7937257499993,4.649615109369087,1.082909528146374,0.09860588868358722,79.067472,13146.742735529217,1.55640576748233,5.984208545576251,4815.019511155374,1.2281393382684895,0
000000430443.png,0.499921875,0.24999999389648433,153576,0.693147168352914,0.5061490885416666,0.24996218871010678,155489,0.6930715560737852,0.5068196614583333,0.24995349221759378,155695,0.6930541621109529,0.4957779947916667,0.24998217467202066,152303,0.6931115294803185,0.464072265625,0.24870919790267948,142563,0.6905633502043491,0.47222005208333334,0.24922827449374726,145066,0.6916029344849736,0.470224609375,0.2491134261131288,144453,0.6913729832790643,0.5235188802083334,0.24944686227374605,160825,0.6920404967975075,127.14671223958334,2904.9859364562576,5.298313754647624,-0.18235463879997718,-0.8697247575485529,96.695146484375,13172.998180870469,2.5124005967748904,15.878683777305577,18819.139771292004,1.9672982837084323,0
000000161593.png,0.4987109375,0.24999833831787113,153204,0.6931438571920059,0.49948567708333336,0.24999973547193743,153442,0.6931466515037268,0.49279622395833333,0.24994810561074146,151387,0.6930433881904267,0.47184895833333335,0.24920751885308148,144952,0.6915613798340532,0.48094075520833335,0.2496367451879713,147745,0.6924204948948068,0.4631217447916667,0.2486399942927889,142271,0.6904246976094262,0.2037890625,0.1622590805053711,62604,0.5056105242492622,0.22159505208333333,0.17249068497551806,68074,0.5289193648835833,71.1652734375,3399.684390420023,5.116391071103025,0.8845236409907281,-0.28749000595907814,70.80735026041667,12178.14953972367,1.5763418623456056,8.939205089871706,8384.271146215382,1.0920124542112668,0
000000424027.png,0.49830078125,0.24999711265563965,153078,0.6931414058601089,0.49942708333333335,0.24999967176649307,153424,0.6931465240927879,0.508486328125,0.2499279822349548,156207,0.6930031381136467,0.49205078125,0.24993680992126466,151158,0.6930207950779549,0.5105826822916667,0.24988800683551365,156851,0.6929231775046834,0.371845703125,0.23357647619247426,114231,0.6599306927036535,0.3268229166666667,0.2200096978081596,100400,0.6319058088730245,0.5774055989583333,0.24400837324990163,177379,0.6811155960838849,122.36047526041666,4885.380767222045,5.3359720064054645,-0.13879925801125384,-1.1970471355515213,83.37407552083333,12678.208381306797,2.1509441071049658,15.386466335270882,19620.723326890664,1.7805511994302905,1
000000216902.png,0.499696,0.24999990758399995,93693,0.6931469957279339,0.5014773333333333,0.24999781748622224,94027,0.6931428155260386,0.49504533333333334,0.2499754512782223,92821,0.6930980823128385,0.47415466666666667,0.2493320187448888,88904,0.6918106224810234,0.48677333333333334,0.2498250552888889,91270,0.6927972503187605,0.47690133333333334,0.24946645159822217,89419,0.6920797038667967,0.6232853333333334,0.23480072658488893,116866,0.6624328654603917,0.24450133333333332,0.18472043133155555,45844,0.5562132150829371,101.51171733333334,3076.594524037432,5.126287305219196,0.12495600925336646,0.2249219727587679,88.724448,13788.911676428626,1.739071802488298,12.47699385652621,13067.484123120832,1.3764042500887432,0
000000219630.png,0.495789156626506,0.24998226879808402,82301,0.6931117177369073,0.5001265060240964,0.2499999839962259,83021,0.6931471485523968,0.4985180722891566,0.24999780389025988,82754,0.6931427883340344,0.5177469879518072,0.24968504441863834,85946,0.6925171370678354,0.493355421686747,0.24995584957903907,81897,0.693058877118827,0.40910843373493977,0.24173872318188405,67912,0.6765324041041542,0.6574759036144578,0.22520133978081008,109141,0.6426955175804151,0.24236144578313254,0.1836223753810422,40232,0.5537866661101278,101.71796987951807,2227.5000553966834,5.1011820882685015,0.6595567829895334,0.29877216384501004,33.15510843373494,6663.620567879808,1.0418911297024955,12.406148699755278,12439.055044266472,0.5122008673281115,0
000000232356.png,0.5086490885416667,0.24992519326739837,156257,0.6929975596324527,0.516796875,0.24971786499023432,158760,0.692582804358923,0.5140397135416667,0.249802886443668,157913,0.6927529016259306,0.5016536458333334,0.24999726545545797,154108,0.6931417114608907,0.5606673177083333,0.24631947656207615,172237,0.6857679648048635,0.5291666666666667,0.24914930555555553,162560,0.6914448254472599,0.51814453125,0.24967077598571782,159174,0.6924885879372658,0.339755859375,0.2243218153953552,104373,0.6408734079920207,110.16564127604167,4712.533803202049,5.273943212576263,0.631515295962362,-0.3518213651379787,87.82896809895833,13094.444299521114,2.1930315441941413,13.789842065645836,16658.84257676809,1.713428710509259,1
000000161184.png,0.5005924479166667,0.249999649005466,153782,0.6931464785707131,0.5012727864583333,0.24999838001463145,153991,0.693143940585709,0.506220703125,0.24996130285263068,155511,0.6930697842684572,0.5170930989583333,0.24970782596800054,158851,0.6925627186218178,0.4975390625,0.24999394378662104,152844,0.6931350680842834,0.462001953125,0.2485561484336853,141927,0.6902566913762327,0.6134244791666666,0.2371348875257704,188444,0.667191602186602,0.3284505208333333,0.22057077619764542,100900,0.6330758839802062,111.71028645833333,2740.0392496575246,5.243568506892185,0.43697215818510377,0.24075954122974919,75.562021484375,11865.224831720894,2.1760608741923546,13.984318166110443,15023.666195689415,1.581970955581308,0
000000391118.png,0.5122188960280374,0.24985069857985598,140307,0.6928485479913364,0.5266793224299066,0.2492882137546811,144268,0.6917229317792659,0.5353971962616823,0.24874703849681193,146656,0.6906391601292109,0.5270516939252337,0.24926820585577536,144370,0.69168287740392,0.5171254380841122,0.24970671937042718,141651,0.6925605045622467,0.4829439252336449,0.24970909031356459,132288,0.6925652482965932,0.5255585572429906,0.24934676015165683,143961,0.6918401313046885,0.3574583820093458,0.22968188714060644,97915,0.6519418056992655,111.04221305490654,5998.085400447016,5.340408082585226,0.5333251891573338,-0.9604707350172155,88.86786653037383,12757.341667498544,2.3828033925010352,14.04652476057337,18247.229152321586,1.900486059125368,2
000000171132.png,0.5190837734741784,0.24963580958998616,141523,0.692418622790582,0.3419380868544601,0.22501643161277168,93226,0.6423126379744952,0.31953125,0.21743103027343738,87117,0.6265156220230199,0.28142972417840373,0.20222703452727134,76729,0.594298572581408,0.2607724471830986,0.1927701779732367,71097,0.5738633229800036,0.1990536971830986,0.1594313228208379,54270,0.4990877675573665,0.13068515258215962,0.11360654347673728,35630,0.38768708087990633,0.05157717136150235,0.048916966755848584,14062,0.20313320106082725,30.24032790492958,1835.9588468114919,3.965873538179841,1.7850604040934779,2.6874778534097237,17.90196963028169,3860.1827425994297,0.5765764838943076,3.780512765359486,2741.0104797168033,0.38522613534034,2
000000396586.png,0.4389818018710752,0.24627677949709934,164418,0.6856821453992172,0.4339944038617626,0.2456432612784359,162550,0.6844082168038588,0.43140725789226364,0.2452950357301416,161581,0.6837075119768272,0.42466572685719167,0.24432474729004486,159056,0.6817533357170362,0.4322162416164723,0.24540536209940364,161884,0.6839295481764438,0.4265453458071682,0.24460441377741135,159760,0.6823168526198071,0.3187342475116408,0.2171427269748289,119380,0.6259116850975901,0.3633084497415524,0.23131542008794226,136075,0.6552980357425693,93.89730979537785,3582.8899577335364,4.959034938882402,-0.16666970102797254,-1.2021933424859856,82.38249711649365,12984.521494665772,1.9573293950640949,11.97939046959098,12419.77819700859,1.2835343486944943,0
000000254442.png,0.5032245415057915,0.24998960233207748,166829,0.6931263850799492,0.5116403233590734,0.24986450287209616,169619,0.6928761618195336,0.5000482625482625,0.2499999976707264,165776,0.6931471759013982,0.4980785472972973,0.2499963080195113,165123,0.6931397965807935,0.531050916988417,0.24903584055417835,176054,0.6912176202810165,0.5481992036679537,0.24767683676577507,181739,0.6884936310926062,0.6367277992277992,0.23130550891832255,211088,0.6552776960299593,0.3648739140926641,0.2317409409073633,120963,0.656171019077967,121.00495596042471,4006.264378792702,5.3244245980380445,0.4427315422953185,-0.4775162973328948,70.81289816602316,11780.61746635932,1.8671690925335407,15.199729202676284,18459.26835118387,1.2522484732753199,1
